,Date,Price,Open,High,Low,Volume,Chg%
1069,"Nov 26, 2018",3004.03,3019.0,3029.45,2975.5,348.21K,-0.01%
1070,"Nov 22, 2018",3004.35,3005.0,3030.2,2990.0,349.05K,0.07%
1071,"Nov 21, 2018",3002.32,2955.0,3012.5,2955.0,395.94K,1.97%
1072,"Nov 20, 2018",2944.35,2985.0,3002.95,2920.43,216.50K,-1.68%
1073,"Nov 19, 2018",2994.78,2995.0,3012.0,2970.0,368.14K,0.70%
1074,"Nov 16, 2018",2973.82,2916.5,2995.0,2895.0,451.89K,2.23%
1075,"Nov 15, 2018",2909.07,2897.0,2914.0,2866.03,122.51K,0.82%
1076,"Nov 14, 2018",2885.38,2930.0,2931.5,2865.8,309.19K,-0.72%
1077,"Nov 13, 2018",2906.28,2890.0,2920.0,2828.0,361.81K,0.96%
1078,"Nov 12, 2018 E",2878.78,2883.75,2911.2,2791.7,697.69K,0.19%
1079,"Nov 09, 2018",2873.22,2917.0,2944.5,2850.5,442.25K,-1.10%
1080,"Nov 07, 2018",2905.22,2871.12,2910.0,2871.12,77.81K,1.56%
1081,"Nov 06, 2018",2860.62,2862.25,2899.5,2825.6,230.17K,0.12%
1082,"Nov 05, 2018",2857.25,2807.0,2865.72,2805.5,183.00K,2.03%
1083,"Nov 02, 2018",2800.5,2810.5,2862.5,2790.0,253.58K,0.32%
1084,"Nov 01, 2018",2791.53,2840.0,2858.93,2782.5,251.86K,-1.08%
1085,"Oct 31, 2018",2822.05,2733.5,2833.03,2719.53,424.20K,3.60%
1086,"Oct 30, 2018",2723.95,2710.0,2733.5,2687.7,269.27K,0.92%
1087,"Oct 29, 2018",2699.12,2658.9,2724.5,2651.32,188.16K,1.46%
1088,"Oct 26, 2018",2660.25,2669.72,2694.5,2628.6,267.43K,0.21%
1089,"Oct 25, 2018",2654.65,2655.0,2704.8,2628.0,496.22K,-0.95%
1090,"Oct 24, 2018",2680.07,2762.75,2792.0,2655.0,484.59K,-2.27%
1091,"Oct 23, 2018",2742.28,2784.5,2800.55,2726.12,384.40K,-1.71%
1092,"Oct 22, 2018",2790.07,2808.5,2811.25,2775.5,190.69K,0.30%
1093,"Oct 19, 2018",2781.75,2774.0,2797.0,2737.5,341.55K,0.40%
1094,"Oct 17, 2018",2770.53,2879.5,2888.82,2752.55,378.96K,-2.80%
1095,"Oct 16, 2018",2850.25,2855.72,2885.0,2810.0,196.32K,0.51%
1096,"Oct 15, 2018",2835.8,2892.0,2892.47,2810.0,388.95K,-1.49%
1097,"Oct 12, 2018",2878.75,2834.72,2894.5,2810.65,435.47K,3.36%
1098,"Oct 11, 2018",2785.1,2762.5,2831.22,2745.3,274.78K,-2.42%
1099,"Oct 10, 2018",2854.25,2737.5,2875.0,2732.03,274.44K,3.58%
1100,"Oct 09, 2018",2755.62,2824.0,2839.45,2723.07,638.17K,-0.58%
1101,"Oct 08, 2018",2771.75,2694.5,2784.95,2673.57,459.54K,1.76%
1102,"Oct 05, 2018",2723.85,2807.5,2807.5,2690.07,518.32K,-3.16%
1103,"Oct 04, 2018",2812.68,2849.0,2849.0,2775.2,637.50K,-1.99%
1104,"Oct 03, 2018",2869.7,2912.0,2917.32,2851.0,267.01K,-1.78%
1105,"Oct 01, 2018",2921.78,2930.0,2940.0,2850.5,345.99K,0.34%
1106,"Sep 28, 2018",2911.75,2897.0,2945.0,2767.1,886.02K,2.17%
1107,"Sep 27, 2018",2849.9,2842.5,2883.0,2812.5,464.96K,0.32%
1108,"Sep 26, 2018",2840.95,2935.0,2937.5,2825.0,381.03K,-1.59%
1109,"Sep 25, 2018",2886.93,2812.5,2905.65,2741.03,468.20K,3.07%
1110,"Sep 24, 2018",2801.0,2918.75,2918.75,2781.25,391.46K,-3.26%
1111,"Sep 21, 2018",2895.38,2987.55,3002.47,2685.03,741.49K,-2.84%
1112,"Sep 19, 2018",2979.95,3064.0,3064.0,2965.0,266.47K,-1.76%
1113,"Sep 18, 2018",3033.2,3011.25,3077.7,3001.22,475.68K,0.74%
1114,"Sep 17, 2018",3010.88,3054.0,3054.0,2988.28,295.05K,-1.48%
1115,"Sep 14, 2018",3056.15,3034.5,3075.0,3000.0,522.69K,1.61%
1116,"Sep 12, 2018",3007.75,2990.0,3030.0,2955.18,439.12K,1.27%
1117,"Sep 11, 2018",2970.03,3051.3,3055.28,2960.07,424.09K,-2.53%
1118,"Sep 10, 2018",3047.0,3120.0,3122.5,3042.5,171.17K,-2.17%
1119,"Sep 07, 2018",3114.55,3120.45,3137.2,3087.9,173.56K,0.56%
1120,"Sep 06, 2018",3097.22,3099.97,3159.47,3060.57,365.56K,0.15%
1121,"Sep 05, 2018",3092.5,3134.0,3159.88,3025.0,746.63K,-2.51%
1122,"Sep 04, 2018",3172.03,3268.2,3304.32,3149.85,408.85K,-3.38%
1123,"Sep 03, 2018",3282.93,3395.0,3407.47,3266.0,170.10K,-2.54%
1124,"Aug 31, 2018",3368.38,3345.3,3390.0,3325.03,219.38K,0.70%
1125,"Aug 30, 2018",3345.0,3367.9,3388.0,3282.6,300.92K,-0.68%
1126,"Aug 29, 2018",3367.9,3425.5,3425.5,3363.1,189.95K,-1.60%
1127,"Aug 28, 2018",3422.82,3421.95,3429.22,3409.5,155.31K,0.60%
1128,"Aug 27, 2018",3402.47,3393.3,3430.0,3390.75,130.79K,0.47%
1129,"Aug 24, 2018",3386.72,3445.0,3445.0,3382.5,275.84K,-1.84%
1130,"Aug 23, 2018",3450.07,3459.0,3467.18,3415.85,325.10K,0.62%
1131,"Aug 21, 2018",3428.72,3397.5,3457.1,3355.03,440.78K,1.27%
1132,"Aug 20, 2018",3385.7,3334.5,3393.4,3325.0,289.42K,2.13%
1133,"Aug 17, 2018",3314.95,3259.65,3320.22,3239.6,403.13K,2.09%
1134,"Aug 16, 2018",3247.07,3234.5,3260.0,3213.05,295.89K,0.54%
1135,"Aug 14, 2018",3229.75,3225.0,3247.2,3212.28,336.19K,0.45%
1136,"Aug 13, 2018",3215.32,3171.5,3225.5,3156.5,324.37K,1.37%
1137,"Aug 10, 2018",3171.88,3181.5,3181.5,3140.55,218.27K,0.13%
1138,"Aug 09, 2018",3167.7,3160.0,3179.28,3140.28,261.43K,0.54%
1139,"Aug 08, 2018",3150.7,3115.8,3158.5,3108.03,383.19K,1.63%
1140,"Aug 07, 2018",3100.2,3167.0,3183.28,3085.0,699.32K,-2.00%
1141,"Aug 06, 2018 E",3163.35,3220.0,3244.0,3132.43,1.20M,-1.03%
